02437f1b99d252972039a273b5ddeea3.jpg,"High-resolution flames with deep red-orange glow rising from black charred rock, sparks and embers mid-air, photorealistic fire motion, cinematic lighting and contrast, dynamic textures, 8K clarity","flat flame edges, no glow, smooth fire texture, digital artifacts"
0b7885edbe4b9bfcb271bac686547215.jpg,"A cluster of white silkworm cocoons entangled in delicate silk fibers and interwoven dry bamboo stems, close-up macro shot, hyper-detailed textures, ultra-sharp focus, photorealistic lighting, shallow depth of field, natural organic colors, high-resolution 8K, fine fabric strands and matte surface","blurry, overexposed, low detail, artificial, cartoonish, noise artifacts"
0c097d11042805a1fe3540340c683f5a Kopie.jpg,"Ultra close-up macro of an orange peel surface, vibrant gradient from yellow to deep orange, realistic moist texture, pores and dimples in sharp detail, glossy organic surface, photorealistic lighting, highly detailed fruit skin texture, 8K resolution","flat lighting, smooth skin, CGI, unrealistic shine, desaturated"
0ccaf30933840e48ad50cde884c8c6d5.jpg,"Macro shot of a clean water surface with gentle ripples, air bubbles rising beneath the surface, crystal-clear blue tones fading into light background, photorealistic refraction and highlights, sharp natural detail, soft lighting, high-resolution realism","murky water, low resolution, unnatural light, digital artifacts"
0cec52af1f1dacd904b69f3f7479266f.jpg,"Twisted, gnarled wooden root surface with deep creases and organic patterns, photorealistic lighting and shadow play, high texture detail, dry bark and aged wood surface, natural brown and charcoal hues, ultra-sharp focus, 8K resolution","smooth wood, low texture, unrealistic lines, flat detail, synthetic"
15425775078_4ccc76ed64_b.jpg,"Aerial view of snow-covered mountain range with glacier winding through deep valleys, dramatic light and shadow contrast, clear blue sky, highly detailed geological texture, photorealistic alpine scene, 8K resolution","flat lighting, low-res terrain, artificial snow, blurry glacier"
1d5e1b2b3da9e8f242c0e48eefae8333.jpg,"Underwater view from sandy ocean floor with golden ripple reflections, sun rays shimmering through clear blue water, rising air bubbles, photorealistic light distortion, crisp textures, fluid dynamics, cinematic underwater lighting, organic realism, 8K resolution","cloudy water, noisy texture, fake bubbles, harsh shadows"
1da5a2b7e15a1932546ac6c065a72fc1 Kopie.jpg,"Aerial view of a rocky shoreline with turquoise shallow water, visible underwater reefs and stones, photorealistic textures and sunlight reflections, crisp aerial photography detail, realistic earth tones, natural coast formation, 8K high-resolution","foggy, pixelated, synthetic water, low contrast, overprocessed"
1e6812e18af3a45ec02bae39d69a2864 Kopie.jpg,"Surreal border of multicolored flames in blue, purple and orange shades framing a central black void, high-definition fire texture, flowing smoke-like edges, photorealistic lighting, vivid contrast, dynamic flame motion, black background, 8K resolution","flat flames, fake glow, low detail, untextured edges, CGI look"
1e87640a50d7aa6bd952021dde83f811 Kopie.jpg,"Extreme close-up of rough golden flakes, irregular metallic texture, shimmering reflective surfaces, gold foil fragments with sharp and matte edges, high-resolution macro detail, photorealistic metallic shine, warm golden hues","low detail, muddy gold, uniform texture, unrealistic reflections"
2 Kopie.jpg,"Futuristic data grid matrix made of glowing lines and floating digital architecture, perspective depth in a virtual black space, cyan and amber colored beams, photorealistic digital render, cinematic cyberpunk lighting, 8K high-resolution detail","blurry, 2D, flat color, retro grid, noisy render"
26e601b08af4865c636b779a55f80368.jpg,"Close-up of a glowing blue jellyfish with translucent body and trailing tendrils, deep-sea environment with floating particles, photorealistic bioluminescence, high-definition organic textures, black background, cinematic light rays","low-res tentacles, flat lighting, plastic look, unnatural glow, pixel noise"
3845c0d1842ed497904f9a79e5e8d9eb Kopie.jpg,"Surreal sunset over snowy mountains with glowing solar ring in sky, reflection in icy lake, warm golden and purple clouds, cinematic fantasy lighting, atmospheric detail, high-resolution landscape, 8K quality","blurry ring, unrealistic reflection, low contrast sky, artificial snow"
3b29fe2bbe3aa2ad4ccfbde3d60da11f Kopie.jpg,"Abstract composition of layered translucent fabric structures in soft peach and copper tones, light-diffusing folds, organic flow and curvature, photorealistic textile detail, fine mesh texture, soft lighting, high-resolution macro","stiff fabric, harsh shadows, cartoon texture, pixelated edges"
3e39e3cb4fa14d08efadd84d0ed37341 Kopie.jpg,"Photorealistic close-up of a glowing golden seahorse floating in a sunlit underwater scene, surrounded by soft corals and marine particles, translucent fins, natural underwater light beams, organic textures, ultra-sharp detail, 8K resolution","low detail, plastic texture, hard shadows, CGI look, unrealistic fins"
3fba3693d910f94bb024d78fb6dd1a95 Kopie.jpg,"Macro image of a translucent shrimp with glowing red and blue bioluminescence, photorealistic underwater lighting, soft floating particles in dark water, sharp textures, detailed antennae and limbs, hyperreal rendering, 8K clarity","blurred shrimp, unrealistic colors, overexposed, flat detail, cartoon style"
42511e02a59cb54539295f523643b339 Kopie.jpg,"Ornate golden floral bas-relief with high relief depth, symmetrical carved patterns, ancient royal decorative style, polished metal texture with highlights and shadows, close-up macro, photorealistic lighting, 8K resolution","flat pattern, plastic look, low detail carving, overexposed highlights"
47d279d85df3505edf63edec91d7f1b7.jpg,"Whale tail emerging from the ocean against a full moon at night, water droplets scattering mid-air, moonlight reflection on waves, photorealistic marine atmosphere, cinematic contrast and mood, dark blue tones, 8K clarity","blurry tail, fake moon, poor lighting, flat sea texture, generic silhouette"
4b5801dcc6a43d526d836b9953754fcd Kopie.jpg,"Hyperrealistic close-up of colorful soap bubbles floating against a dark blurred background, sharp reflections, iridescent rainbow surfaces, transparent and luminous details, floating motion captured mid-air, photorealistic lighting, 8K detail","opaque bubbles, low contrast, fake reflections, flat shading, aliasing"
50db248c323f42f65d6f806ff4e9ef6f.jpg,"Ultra-detailed abstract oil painting in vibrant orange, blue, and navy tones, thick palette knife textures, expressive brushstrokes, high-contrast impasto layers, vivid pigment intensity, high-resolution macro art detail","flat texture, low contrast, smooth brushwork, digital blur, CGI paint"
51a85f4e7d0a5d793062a72dbecfca99.jpg,"Photorealistic macro of flowing deep navy blue fabric with soft lighting and tiny white glittering particles, silky folds and smooth curvature, cinematic depth of field, rich textile detail, 8K clarity","rigid fabric, overexposed, synthetic texture, blurry glitter"
52f0332dcd6a58c3e3f3badc526b6bc0 Kopie.jpg,"Macro close-up of soft fluffy feathers in rich orange and amber hues, overlapping layers of fine strands, warm lighting with depth, photorealistic texture detail, organic structure, 8K high resolution","plastic feathers, oversaturation, no depth, blurry strands"
538ba4066ce03ca59e441709f687906e Kopie.jpg,"Extreme macro shot of half a strawberry underwater with rising air bubbles, high-contrast red texture, black background, photorealistic bubble detail and fruit skin, sparkling effect, 8K clarity","flat red color, low detail bubbles, fake fruit skin, blurred"
5585f55d0d1f3a23629fceaa2894c114.webp,"Photorealistic flowing golden silk fabric, smooth curves and reflective surface, soft light gradients and high gloss shine, dynamic motion folds, elegant texture, ultra high-resolution textile detail","dull gold, pixelated shine, fake fabric folds, plastic look"
5cb31d721cc0715816c1eeb5fcf029bd Kopie.jpg,"A vintage sailing ship with full white sails emerging from an aged parchment map background, old navigation lines and compass design, painterly texture blending realism and illustration, warm sepia tones, historical detail, 8K high-definition","modern ship, pixelated sails, lack of texture, synthetic look, harsh edges"
5cf53dcfc9dd7_d8cd8186542150e2d05bfa50716fca4fbf47a0e9.jpg,"Futuristic glowing blue DNA strands in a scientific digital background, mesh network nodes in soft focus, photorealistic molecular detail, depth of field with bokeh, clean sharp rendering, high-resolution medical visualization","blurry DNA, low detail, generic abstract background, noisy render"
5e5376c51e801754a31aafc08ea14a56 Kopie.jpg,"Underwater shot from below of a school of sharks circling with light rays piercing the ocean surface, silhouette effect, photorealistic texture and motion, dynamic marine perspective, cinematic lighting, blue tonal depth, 8K","poor silhouettes, overexposed sky, unrealistic shark forms, CGI look"
6091453_klimafreundlich-essen-aufmacher-a202401;a3-2.jpg,"Top-down view of rustic kitchen table with fresh autumn vegetables and herbs, pumpkin, celery root, mushrooms, peppers, and leafy greens, vibrant color palette, natural light, high-resolution organic texture detail","overprocessed colors, synthetic food look, unnatural layout, cluttered composition"
61c68aa119e9c88ef8ae720eda763042.jpg,"Abstract luxury marble texture in deep blue tones with golden veins, swirling organic patterns, glowing mineral highlights, macro geode structure, photorealistic lighting and shimmer, 8K resolution","flat color, synthetic marble, low-res veins, pixelated shine"
65fb946b090036e2cb9a03f67c7faa1b Kopie.jpg,"Underwater photo of a white swan diving in a clear green lake, view from below water surface, ripples above and sunlight penetrating through, natural lakebed plants and algae, photorealistic clarity, 8K detail","unclear water, fake swan movement, murky background, low texture"
664bc4a9033b0ef5d71096645e523c94 Kopie.jpg,"Ancient Egyptian stone corridor lined with colossal statues and intricate hieroglyphs, symmetrical depth perspective, warm natural lighting, photorealistic sandstone texture, historic architecture, 8K realism","modern wall, washed out texture, fake carvings, poor lighting"
8c58c6284962639ce7aafd4fd28d8a15 Kopie.jpg,"A dolphin swimming in sunlit shallow tropical waters, clear ocean surface with rays of light filtering through, sand ripples visible below, photorealistic movement and shadowplay, ultra-detailed water distortion, 8K realism","unclear water, flat lighting, stiff dolphin pose, cartoon water texture"
8e3d07baa0554e29521c5651a0bcf857-1 Kopie.jpg,"Aerial view of vibrant red desert shoreline meeting turquoise sea, high-resolution texture contrast between rough terrain and smooth water, natural sunlight and shadow, realistic vegetation patterns, cinematic geography, 8K detail","dull colors, fake coastline, oversaturated, missing detail, blur artifacts"
99544b24ef96579c5b5ea747f73e9f74 Kopie.jpg,"Macro of a lemon slice with backlight through translucent pulp, radial citrus segments with fine membranes, dark gradient background, shadow reflection below, photorealistic fruit texture, 8K clarity","low-res pulp, washed-out color, no translucency, fake fruit texture"
a963d0cd4cdccb49489a24c8c8c2dd29.jpg,"Modern abstract geometric painting in grayscale with sharp black lines and vivid red accents, layered textures and crosshatching, expressive brush strokes, urban street art vibe, high-resolution digital art","blurred lines, dull contrast, low texture, poor composition"
Aldrin_Apollo_11.jpg,"Historical moon landing photograph of astronaut in white suit standing on lunar surface, sharp shadow contrast, space backdrop with black sky, authentic Apollo 11 composition, photorealistic detail","CGI astronaut, low-resolution ground, color artifacts, fake lighting"
Antelope_canyon_arizona_beam_3456x2234.jpg,"Photorealistic view of Antelope Canyon in Arizona with smooth red sandstone curves and warm golden light streaming through, soft shadows, natural rock texture detail, immersive depth perspective, 8K resolution","flat canyon walls, pixelated rocks, fake lighting beams, low depth"
be0714d14015f6889239e735e826be69.jpg,"Macro photo of raw amethyst crystals with deep violet hues and faceted translucent surfaces, dark stone base with gold vein highlights, sharp light reflections, photorealistic mineral structure, 8K resolution","flat color, fake crystals, low detail edges, cartoon shine"
be8d092845c63d2da6ad456212b0d2f6.jpg,"Close-up of a honeybee on golden honeycomb with glistening cells, strong natural lighting, sharp texture of wax and fur, high contrast macro photography, photorealistic surface details, 8K clarity","cartoon bee, blurry comb, plastic texture, poor lighting"
bf66563290dff412f93bbe03733294b4.jpg,"Surreal chrome sculpture of two mirrored human faces merging at lips, liquid metal appearance, smooth reflections of environment, minimalist background, futuristic design, photorealistic metallic texture, 8K detail","dull chrome, distorted face shape, fake reflections, low detail surface"
black_food_composition.jpg,"composition of black foods on dark background, includes blackberries, black rice, black garlic, black beans, elegant food styling, moody lighting, monochromatic contrast, photorealistic","colorful foods, oversaturated, digital art, unrealistic shadows"
cell_illustration.jpg,"macro illustration of a single animal cell, glowing bioluminescent blue outlines, internal organelles like nucleus, mitochondria, endoplasmic reticulum, highly detailed scientific drawing, on black background","cartoon, blurry, low detail, noisy background"
clematis_violet.jpg,"purple clematis flowers climbing, detailed petals, lush green background, summer garden scene, photorealistic clarity, full bloom","blurred, out of season, low detail"
Desert-Kopie.jpg,"windswept sand dunes with soft pastel tones, rocky outcrop with vivid red desert bushes, minimalistic landscape under soft morning light, hyper-realistic texture, soft shadows, ultrasharp details, photorealism","low resolution, cartoon, surreal, blurry, distorted proportions, unnatural colors"
earth-1600_vers2.jpg,"planet Earth in space with the Moon, vibrant starfield and cosmic dust, visible North America, glowing rim light, galactic background, vivid blues and greens, high detail, photorealistic style","flat textures, low resolution, unrealistic lighting, CGI, fake space"
edf43cc374be02cc3ca5bb24e96ec3ed Kopie.jpg,"intense lightning bolt against deep purple night sky, dramatic lighting, electric energy, dynamic cloud formations, sharp contrast, high detail, photorealistic","blur, low contrast, unnatural effects, digital artifacts, illustration style"
eea0dbd91c04dbebe5fb10bc451fa3cc.jpg,"aerial view of volcanic coastline, black basalt rocks meeting turquoise ocean waves, foamy white surf, deep blue sea, natural textures, sharp focus, photorealistic","low resolution, artificial, flat color, oversaturated, CGI elements"
ERDE.JPG,"realistic view of Earth from space, full globe, visible clouds, continents, oceans, detailed weather patterns, photographed from satellite perspective, hyper-realistic style","cartoonish globe, low detail, pixelated, exaggerated features"
f0f9851f8d27677f5c096b676b739995.jpg,"macro shot of vibrant, thick brush strokes of oil paint in vivid rainbow colors, textured, wet, glossy, splattered effect, colorful abstract composition, hyperrealism","blurry, digital painting, low quality, flat color, lack of texture"
f5399711ef7bb8bc6bec489a4a7f7fc8.jpg,"frozen lake with turquoise ice layers, top-down view of a small wooden boat in the center, natural ice patterns and textures, high resolution, dramatic symmetry, photorealistic","artificial design, poor detail, digital look, blurry, cartoon"
Full_Moon_Luc_Viatour.jpg,"full moon in sharp detail, lunar surface with craters and shadows, dark sky background, photorealistic astrophotography, natural tones, high resolution","low detail, overexposed, stylized moon, fake textures, blurry"
full_moon_tree_silhouette.jpg,"large full moon rising in a clear twilight sky, silhouette of a leafless tree in foreground, gradient sunset colors, tranquil atmosphere, crisp landscape, minimalism, photorealistic","cloudy, fantasy moon, artificial lighting, oversaturated, blurry edges"
haare-m-06068147-jpg--71302-.jpg,"young woman with long red curly hair blowing wildly, backlit by sunlight, striped cloth background, joyful mood, dynamic movement, vibrant tones, high-resolution realism","hair blur, artificial smile, CGI skin, low-res, unnatural pose"
HaendeAltJung_MichelAngelo.JPG,"black and white photo of an adult hand and a child's hand touching fingers, dramatic lighting, symbolic composition, strong contrast, focus on texture and emotion, photorealistic style","low detail, cartoon style, flat shading, symbolic icons, digital art"
healthy_food_selection.jpg,"table full of healthy whole foods, including fruits, vegetables, nuts, grains, bread, fish and dairy, arranged in natural daylight, top-down view, vibrant color and texture detail, photorealistic, rustic wood table","junk food, artificial colors, CGI look, low detail, overexposed"
hydrangea_climbing.jpg,"climbing hydrangea in full bloom, white lace-cap flowers, green leaves in sunlight, garden setting, photorealistic botanical image","indoor, wilted, muddy colors, low detail"
klimt_beethovenfries.jpg,"Gustav Klimt Beethoven Frieze, Secessionist style, gold detailing, symbolic figures, female forms, mythological themes, Jugendstil, highly decorative art nouveau","modern art, realism, photography, minimalism"
klimt_kiss.jpg,"The Kiss by Gustav Klimt, golden ornamental patterns, romantic embrace, art nouveau, detailed and symbolic, glowing textures, mosaic-like","expressionism, black and white, low resolution"
last_judgement_sistine.jpg,"The Last Judgement by Michelangelo, Sistine Chapel fresco, Renaissance style, muscular anatomy, dramatic biblical scene, vivid colors, monumental art","modern interpretation, surrealism, grayscale"
macro_fly_eye.jpg,"extreme macro shot of a fly's face, detailed compound eyes, fine hairs, chitin textures, photorealistic insect anatomy, shallow depth of field, super sharp and crisp close-up","cartoonish, artificial textures, low resolution, incorrect anatomy"
morning_glory.jpg,"vibrant purple morning glory flowers, heart-shaped leaves, morning sunlight, lush green background, natural garden setting, photorealistic clarity","night, artificial lighting, faded colors"
nebula_space.jpg,"vast space nebula, colorful interstellar clouds, swirling gas and dust, dark matter structures, hyperrealism, deep space photography look, high detail, stars in background","low resolution, flat lighting, oversaturated, abstract painting"
red_apples_macro.jpg,"macro top-down shot of red apples with leaves, natural daylight, sharp surface texture, organic imperfections, high color contrast, realistic produce photography","cartoon style, plastic fruit, low resolution, artificial reflections"
sistine_ceiling_flat.jpg,"Michelangeloï¿½s fresco on the ceiling of the Sistine Chapel, highly detailed Renaissance artwork, mythological and biblical figures, symmetrical architectural framing, vibrant colors, historical realism","low detail, blurry fresco, modern reinterpretation, flat lighting"
sistine_chapel_wide.jpg,"interior view of the Sistine Chapel with detailed ceiling and wall frescoes, Renaissance masterpieces by Michelangelo and others, wide-angle lens, realistic lighting, historically accurate, photorealistic architecture","digital art, stylized, distorted perspective, low resolution"
textured_gold_surface.jpg,"textured gold surface, scratched and worn, metallic shine, patina effect, warm golden tones, fine material details, high resolution macro texture, rich lighting contrast","flat surface, artificial gold color, unrealistic shine, low detail"
tropical_rainforest.jpg,"dense tropical rainforest under heavy rain, layers of lush green foliage, large palm fronds, deep jungle atmosphere, natural lighting, high humidity, extremely photorealistic, organic textures, cinematic","blurry, stylized, fantasy elements, low detail, washed out colors"
trumpet_vine.jpg,"orange trumpet vine flowers, blue sky background, high contrast sunlight, lush green leaves, photorealism, botanical clarity","rainy, drooping flowers, monotone colors"
water_splash_black_bg.jpg,"clear water splash frozen in mid-air against a black background, high-speed photography, sharp droplets and fluid motion, transparent textures, photorealistic clarity","blurry splash, colored water, low resolution, flat lighting"
wisteria_flowers.jpg,"close-up of blooming wisteria vines, purple flowers cascading down, sunlit, vibrant natural colors, spring garden setting, photorealistic plant detail","dry, withered, black and white, artificial"